Index,Date,Time,Counter,FbLoad,Lvdt1,Lvdt2,Force(kN),Potm,LVDT1,LVDT2,Total Strain (-),Strain Alum,Strain Machine,Chain,Stress [MPa],Deviatoric Stress [Mpa],Strain Ax. [%],Strain Ax [-],Strain Al. [%],Strain Al. [-],Strain Machine [%],Strain Machine [-],Strain Rad. [%],Strain Vol. [%],Gemidd,IFlow,Ipress [Mpa],IVol,FlowA,PressA,VolA,FlowB,PressB,VolB
1008,44958.43081,1007.536413,58675339,17.263669,0.227803,0.232537,19.555256,1.68031,-0.772945,-0.767595,0.00226125,0.000395215,0.001866035,19.912166,27.580281,24.580281,0.420635,0.00420635,0.035114687,0.000351147,0.385520313,0.003855203,0,0.420635,-0.770348,0.21719,3,1.6111,0,3,83.7154,0,-1.6,0
1009,44958.43082,1008.536413,58675340,17.634011,0.228724,0.234212,19.833651,1.682282,-0.771764,-0.766313,0.002278843,0.000400841,0.001878002,19.912166,28.040776,25.040776,0.422381,0.00422381,0.035772537,0.000357725,0.386608463,0.003866085,0,0.422381,-0.769171,0.21893,3,1.607,0,3,83.7154,0,-1.6,0
1010,44958.43083,1009.536413,58675341,17.854277,0.229784,0.235126,20.049899,1.683268,-0.770651,-0.765393,0.002293364,0.000405211,0.001888153,19.912166,28.336079,25.336079,0.423922,0.00423922,0.036194399,0.000361944,0.387727601,0.003877276,0,0.423922,-0.768092,0.20097,3,1.6045,0,2.9,83.7154,0,-1.6,0
1011,44958.43085,1010.536413,58675342,18.082702,0.231153,0.236298,20.279157,1.683268,-0.769496,-0.764111,0.002310771,0.000409845,0.001900927,19.912166,28.652792,25.652792,0.425493,0.00425493,0.036646846,0.000366468,0.388846154,0.003888462,0,0.425493,-0.766996,0.47997,3,1.6014,0,3,83.7154,0,-1.6,0
1012,44958.43086,1011.536413,58675343,18.235121,0.232055,0.237167,20.435984,1.685241,-0.768607,-0.763322,0.002322757,0.000413014,0.001909743,19.912166,28.886561,25.886561,0.426883,0.00426883,0.036980801,0.000369808,0.389902199,0.003899022,0,0.426883,-0.766078,0.31351,3,1.5989,0,3,83.7154,0,-1.6,0
1013,44958.43087,1012.536413,58675344,18.389039,0.232897,0.237988,20.607383,1.686227,-0.767635,-0.762533,0.002335336,0.000416478,0.001918857,19.912166,29.126586,26.126586,0.428038,0.00428038,0.037323694,0.000373237,0.390714306,0.003907143,0,0.428038,-0.765198,0.2076,3,1.5986,0,3,83.7154,0,-1.6,0
1014,44958.43088,1013.536413,58675345,18.535301,0.233941,0.238954,20.750201,1.686227,-0.766745,-0.761547,0.002348736,0.000419365,0.001929371,19.912166,29.346354,26.346354,0.429324,0.00429324,0.037637649,0.000376376,0.391686351,0.003916864,0,0.429324,-0.764311,0.13046,3,1.5979,0,2.9,83.7154,0,-1.6,0
1015,44958.43089,1014.536413,58675346,18.729496,0.234964,0.239919,20.942455,1.686227,-0.765714,-0.760561,0.002363143,0.00042325,0.001939893,19.912166,29.614157,26.614157,0.430802,0.00430802,0.038020224,0.000380202,0.392781776,0.003927818,0,0.430802,-0.763335,0.11638,3,1.5964,0,3,83.7154,0,-1.6,0
1016,44958.4309,1015.536413,58675347,18.881179,0.235965,0.240819,21.145502,1.687213,-0.76466,-0.759608,0.002377479,0.000427354,0.001950125,19.912166,29.885499,26.885499,0.432352,0.00432352,0.038407856,0.000384079,0.393944144,0.003939441,0,0.432352,-0.762146,0.13164,3,1.5952,0,2.9,83.7154,0,-1.6,0
1017,44958.43091,1016.536413,58675348,19.077575,0.236973,0.241831,21.323581,1.691157,-0.763621,-0.758655,0.002391707,0.000430953,0.001960754,19.912166,30.142924,27.142924,0.433599,0.00433599,0.038775606,0.000387756,0.394823394,0.003948234,0,0.433599,-0.761266,0.12985,3,1.5935,0,3,83.7154,0,-1.6,0
1018,44958.43093,1017.536413,58675349,19.249479,0.23795,0.242837,21.503799,1.689185,-0.76262,-0.757603,0.002406371,0.000434595,0.001971776,19.912166,30.403454,27.403454,0.435064,0.00435064,0.039147791,0.000391478,0.395916209,0.003959162,0,0.435064,-0.760193,0.11873,3,1.5917,0,2.9,83.7154,0,-1.6,0
1019,44958.43094,1018.536413,58675350,19.418806,0.239066,0.243745,21.679477,1.690171,-0.761605,-0.75688,0.002418786,0.000438146,0.00198064,19.912166,30.644984,27.644984,0.436546,0.00436546,0.039492834,0.000394928,0.397053166,0.003970532,0,0.436546,-0.759198,0.10616,3,1.5905,0,3,83.7154,0,-1.6,0
1020,44958.43095,1019.536413,58675351,19.626541,0.240059,0.244733,21.878417,1.691157,-0.760589,-0.755762,0.002434029,0.000442166,0.001991862,19.912166,30.930212,27.930212,0.437947,0.00437947,0.039900303,0.000399003,0.398046697,0.003980467,0,0.437947,-0.758199,0.09495,3,1.5888,0,3,83.7154,0,-1.6,0
1021,44958.43096,1020.536413,58675352,19.755698,0.241009,0.245662,22.041978,1.693129,-0.759619,-0.75494,0.002446829,0.000445472,0.002001357,19.912166,31.16463,28.16463,0.439289,0.00439289,0.040235186,0.000402352,0.399053814,0.003990538,0,0.439289,-0.757288,0.08644,3,1.587,0,3,83.7154,0,-1.6,0
1022,44958.43097,1021.536413,58675353,19.924318,0.241861,0.246476,22.189142,1.693129,-0.758819,-0.753921,0.002459821,0.000448446,0.002011376,19.912166,31.383169,28.383169,0.440375,0.00440375,0.040547384,0.000405474,0.399827616,0.003998276,0,0.440375,-0.756436,0.08152,3,1.5859,0,2.9,83.7154,0,-1.6,0
1023,44958.43098,1022.536413,58675354,20.117568,0.24301,0.247496,22.404069,1.694115,-0.757641,-0.753001,0.002474807,0.00045279,0.002022018,19.912166,31.672953,28.672953,0.442085,0.00442085,0.040961361,0.000409614,0.401123639,0.004011236,0,0.442085,-0.755378,0.0836,3,1.5843,0,3,83.7154,0,-1.6,0
1024,44958.431,1023.536413,58675355,20.290415,0.243988,0.248532,22.611853,1.696088,-0.756548,-0.751884,0.002490593,0.000456989,0.002033604,19.912166,31.952511,28.952511,0.443623,0.00443623,0.04136073,0.000413607,0.40226227,0.004022623,0,0.443623,-0.754267,0.08931,3,1.5827,0,2.9,83.7154,0,-1.6,0
1025,44958.43101,1024.536413,58675356,20.517695,0.245384,0.249843,22.750643,1.69806,-0.755282,-0.750897,0.002506686,0.000459794,0.002046892,19.912166,32.266633,29.266633,0.445488,0.00445488,0.041809476,0.000418095,0.403678524,0.004036785,0,0.445488,-0.753026,0.0907,3,1.5816,0,2.9,83.7154,0,-1.6,0
1026,44958.43102,1025.536413,58675357,20.741788,0.246575,0.251074,22.969705,1.69806,-0.754176,-0.749648,0.002523507,0.000464221,0.002059286,19.912166,32.533646,29.533646,0.447109,0.00447109,0.042190923,0.000421909,0.404918077,0.004049181,0,0.447109,-0.751874,0.09029,3,1.5801,0,2.9,83.7154,0,-1.6,0
1027,44958.43103,1026.536413,58675358,20.902447,0.247501,0.251795,23.217083,1.69806,-0.753142,-0.748662,0.002537936,0.000469221,0.002068715,19.912166,32.819522,29.819522,0.448345,0.00448345,0.042599317,0.000425993,0.405745683,0.004057457,0,0.448345,-0.750996,0.08881,3,1.5786,0,2.9,83.7154,0,-1.6,0
1028,44958.43104,1027.536413,58675359,21.049274,0.248483,0.252698,23.392354,1.700032,-0.752171,-0.747709,0.002551679,0.000472763,0.002078916,19.912166,33.055052,30.055052,0.449709,0.00449709,0.042935789,0.000429358,0.406773211,0.004067732,0,0.449709,-0.750122,0.0871,3,1.5776,0,3,83.7154,0,-1.6,0
1029,44958.43105,1028.536413,58675360,21.24939,0.249482,0.253819,23.599459,1.701018,-0.751059,-0.746723,0.002566664,0.000476949,0.002089716,19.912166,33.361128,30.361128,0.451228,0.00451228,0.04337304,0.00043373,0.40785496,0.00407855,0,0.451228,-0.748965,0.08531,3,1.5761,0,3,83.7154,0,-1.6,0
1030,44958.43107,1029.536413,58675361,21.418918,0.250468,0.254634,23.754995,1.701018,-0.750207,-0.745901,0.002578621,0.000480092,0.002098529,19.912166,33.583338,30.583338,0.452426,0.00452426,0.043690483,0.000436905,0.408735517,0.004087355,0,0.452426,-0.748107,0.08386,3,1.5747,0,2.9,83.7154,0,-1.6,0
1031,44958.43108,1030.536413,58675362,21.574082,0.25136,0.255513,23.943053,1.70299,-0.749114,-0.744948,0.002593236,0.000483893,0.002109343,19.912166,33.831687,30.831687,0.453729,0.00453729,0.044045267,0.000440453,0.409683733,0.004096837,0,0.453729,-0.747167,0.08221,3,1.5738,0,3,83.7154,0,-1.6,0
1032,44958.43109,1031.536413,58675363,21.786611,0.252528,0.256556,24.136636,1.703976,-0.748107,-0.743962,0.002607471,0.000487805,0.002119666,19.912166,34.123342,31.123342,0.45526,0.0045526,0.044461917,0.000444619,0.410798083,0.004107981,0,0.45526,-0.74609,0.08059,3,1.5724,0,3,83.7154,0,-1.6,0
1033,44958.4311,1032.536413,58675364,21.92216,0.253416,0.257373,24.292828,1.704963,-0.74724,-0.743074,0.002620007,0.000490962,0.002129045,19.912166,34.340203,31.340203,0.456498,0.00456498,0.044771719,0.000447717,0.411726281,0.004117263,0,0.456498,-0.745217,0.07879,3,1.571,0,3,83.7154,0,-1.6,0
1034,44958.43111,1033.536413,58675365,22.141723,0.254477,0.258507,24.513712,1.704963,-0.746051,-0.74199,0.002636243,0.000495426,0.002140817,19.912166,34.669924,31.669924,0.458174,0.00458174,0.045242749,0.000452427,0.412931251,0.004129313,0,0.458174,-0.744116,0.07732,3,1.5702,0,3,83.7154,0,-1.6,0
1035,44958.43112,1034.536413,58675366,22.328347,0.255553,0.259465,24.699773,1.705949,-0.745043,-0.741036,0.002650257,0.000499186,0.002151071,19.912166,34.9273,31.9273,0.459557,0.00459557,0.045610429,0.000456104,0.413946571,0.004139466,0,0.459557,-0.743148,0.07555,3,1.5689,0,3,83.7154,0,-1.6,0
1036,44958.43113,1035.536413,58675367,22.460547,0.256426,0.260194,24.854578,1.706935,-0.744153,-0.740182,0.002662714,0.000502315,0.002160399,19.912166,35.133195,32.133195,0.460777,0.00460777,0.045904564,0.000459046,0.414872436,0.004148724,0,0.460777,-0.742294,0.07399,3,1.5677,0,3,83.7154,0,-1.6,0
1037,44958.43115,1036.536413,58675368,22.64042,0.257361,0.261191,25.037803,1.707921,-0.743042,-0.739327,0.002676757,0.000506018,0.002170739,19.912166,35.40588,32.40588,0.462202,0.00462202,0.046294114,0.000462941,0.415907886,0.004159079,0,0.462202,-0.741208,0.07251,3,1.5669,0,3,83.7154,0,-1.6,0
1038,44958.43116,1037.536413,58675369,22.806418,0.258521,0.262149,25.222576,1.708907,-0.742109,-0.738243,0.002691164,0.000509752,0.002181412,19.912166,35.669107,32.669107,0.463564,0.00463564,0.046670153,0.000466702,0.416893847,0.004168938,0,0.463564,-0.740231,0.07109,3,1.5656,0,3,83.7154,0,-1.6,0
1039,44958.43117,1038.536413,58675370,22.999431,0.259488,0.263064,25.394058,1.710879,-0.741148,-0.737552,0.002702964,0.000513218,0.002189747,19.912166,35.911909,32.911909,0.464924,0.00464924,0.047017013,0.00047017,0.417906987,0.00417907,0,0.464924,-0.739432,0.06973,3,1.5645,0,3,83.7154,0,-1.6,0
1040,44958.43118,1039.536413,58675371,23.169807,0.260568,0.264055,25.60152,1.710879,-0.740007,-0.736369,0.002719564,0.000517411,0.002202154,19.912166,36.203946,33.203946,0.466435,0.00466435,0.047434209,0.000474342,0.419000791,0.004190008,0,0.466435,-0.738195,0.06785,3,1.5637,0,3,83.7154,0,-1.6,0
1041,44958.43119,1040.536413,58675372,23.362884,0.261664,0.265099,25.801076,1.712851,-0.738906,-0.735646,0.002732593,0.000521444,0.002211149,19.912166,36.476518,33.476518,0.467989,0.00467989,0.047823597,0.000478236,0.420165403,0.004201654,0,0.467989,-0.737143,0.06631,3,1.5626,0,3,83.7154,0,-1.6,0
1042,44958.4312,1041.536413,58675373,23.52726,0.262604,0.265955,25.971615,1.713837,-0.737899,-0.734594,0.0027473,0.00052489,0.00222241,19.912166,36.724253,33.724253,0.469344,0.00469344,0.048177504,0.000481775,0.421166496,0.004211665,0,0.469344,-0.736269,0.06463,3,1.5615,0,3,83.7154,0,-1.6,0
1043,44958.43122,1042.536413,58675374,23.695008,0.263742,0.266861,26.150842,1.712851,-0.736924,-0.733739,0.002760371,0.000528512,0.002231859,19.912166,36.977437,33.977437,0.470657,0.00470657,0.048539196,0.000485392,0.422117804,0.004221178,0,0.470657,-0.735377,0.06324,3,1.5608,0,3,83.7154,0,-1.6,0
1044,44958.43123,1043.536413,58675375,23.872915,0.264613,0.267797,26.336461,1.714824,-0.735962,-0.732753,0.002774286,0.000532264,0.002242022,19.912166,37.233917,34.233917,0.471971,0.00471971,0.048905596,0.000489056,0.423065404,0.004230654,0,0.471971,-0.734458,0.06191,3,1.5598,0,3,83.7154,0,-1.6,0
1045,44958.43124,1044.536413,58675376,24.036076,0.265551,0.268648,26.502579,1.71581,-0.735044,-0.73203,0.002786007,0.000535621,0.002250386,19.912166,37.47275,34.47275,0.473175,0.00473175,0.049246786,0.000492468,0.423928214,0.004239282,0,0.473175,-0.733642,0.06087,3,1.5587,0,3,83.7154,0,-1.6,0
1046,44958.43125,1045.536413,58675377,24.249283,0.266791,0.26976,26.79911,1.717782,-0.733368,-0.730584,0.002808307,0.000541614,0.002266693,19.912166,37.866532,34.866532,0.475387,0.00475387,0.049809331,0.000498093,0.425577669,0.004255777,0,0.475387,-0.731957,0.05951,3,1.5581,0,3,83.7154,0,-1.6,0
1047,44958.43126,1046.536413,58675378,24.525576,0.268439,0.271217,27.027652,1.717782,-0.732036,-0.729302,0.002826979,0.000546233,0.002280746,19.912166,38.208838,35.208838,0.477223,0.00477223,0.05029834,0.000502983,0.42692466,0.004269247,0,0.477223,-0.730679,0.05832,3,1.5571,0,3,83.7154,0,-1.6,0
1048,44958.43127,1047.536413,58675379,24.71436,0.269339,0.272008,27.236633,1.717782,-0.730925,-0.728414,0.002841257,0.000550456,0.002290801,19.912166,38.488028,35.488028,0.478698,0.00478698,0.050697183,0.000506972,0.428000817,0.004280008,0,0.478698,-0.729749,0.0571,3,1.5561,0,3,83.7154,0,-1.6,0
1049,44958.43129,1048.536413,58675380,24.895374,0.270586,0.273119,27.386564,1.718768,-0.730052,-0.727461,0.0028543,0.000553487,0.002300813,19.912166,38.74218,35.74218,0.48003,0.0048003,0.051060257,0.000510603,0.428969743,0.004289697,0,0.48003,-0.728852,0.05583,3,1.5555,0,3,83.7154,0,-1.6,0
1050,44958.4313,1049.536413,58675381,25.079031,0.271526,0.27399,27.593985,1.718768,-0.728906,-0.726409,0.00287,0.000557679,0.002312321,19.912166,39.023473,36.023473,0.4816,0.004816,0.051462104,0.000514621,0.430137896,0.004301379,0,0.4816,-0.727697,0.05487,3,1.5545,0,3,83.7154,0,-1.6,0
1051,44958.43131,1050.536413,58675382,25.250846,0.272561,0.274878,27.775965,1.719754,-0.727949,-0.725522,0.002883171,0.000561356,0.002321815,19.912166,39.276234,36.276234,0.482896,0.00482896,0.051823191,0.000518232,0.431072809,0.004310728,0,0.482896,-0.726747,0.05389,3,1.5536,0,3,83.7154,0,-1.6,0
1052,44958.43132,1051.536413,58675383,25.390301,0.273415,0.275696,27.903726,1.721726,-0.727247,-0.725029,0.002891707,0.000563939,0.002327769,19.912166,39.462554,36.462554,0.483834,0.00483834,0.052089363,0.000520894,0.431744637,0.004317446,0,0.483834,-0.726154,0.05287,3,1.553,0,3,83.7154,0,-1.6,0
1053,44958.43133,1052.536413,58675384,25.564247,0.274385,0.27655,28.101209,1.721726,-0.726152,-0.723911,0.002907514,0.00056793,0.002339585,19.912166,39.749276,36.749276,0.485261,0.00485261,0.052498966,0.00052499,0.432762034,0.00432762,0,0.485261,-0.725155,0.05221,3,1.552,0,3,83.7154,0,-1.6,0
1054,44958.43134,1053.536413,58675385,25.728122,0.275359,0.277413,28.248189,1.723698,-0.725332,-0.723287,0.002917829,0.0005709,0.002346928,19.912166,39.953907,36.953907,0.486527,0.00486527,0.052791296,0.000527913,0.433735704,0.004337357,0,0.486527,-0.724264,0.0514,3,1.5511,0,3,83.7154,0,-1.6,0
1055,44958.43135,1054.536413,58675386,25.88887,0.276298,0.278214,28.454251,1.723698,-0.724249,-0.722169,0.00293355,0.000575065,0.002358485,19.912166,40.237748,37.237748,0.487968,0.00487968,0.053196783,0.000531968,0.434771217,0.004347712,0,0.487968,-0.72326,0.0507,3,1.5505,0,3.1,83.7154,0,-1.6,0
1056,44958.43137,1055.536413,58675387,26.096905,0.277413,0.279297,28.66283,1.724685,-0.723093,-0.721117,0.002949321,0.00057928,0.002370041,19.912166,40.527432,37.527432,0.489473,0.00489473,0.053610617,0.000536106,0.435862383,0.004358624,0,0.489473,-0.722184,0.05004,3,1.5496,0,3,83.7154,0,-1.6,0
1057,44958.43138,1056.536413,58675388,26.312967,0.278617,0.280323,28.875742,1.726657,-0.721997,-0.720197,0.002963721,0.000583583,0.002380138,19.912166,40.826112,37.826112,0.490896,0.00490896,0.054037303,0.000540373,0.436858697,0.004368587,0,0.490896,-0.721084,0.04943,3,1.5488,0,3,83.7154,0,-1.6,0
1058,44958.43139,1057.536413,58675389,26.496042,0.279573,0.281248,29.062263,1.725671,-0.72101,-0.719178,0.00297805,0.000587353,0.002390697,19.912166,41.08252,38.08252,0.492327,0.00492327,0.0544036,0.000544036,0.4379234,0.004379234,0,0.492327,-0.720184,0.04862,3,1.5482,0,3,83.7154,0,-1.6,0
1059,44958.4314,1058.536413,58675390,26.621414,0.280514,0.282094,29.214568,1.727643,-0.720171,-0.718488,0.002988971,0.000590431,0.002398541,19.912166,41.305662,38.305662,0.493333,0.00493333,0.054722374,0.000547224,0.438610626,0.004386106,0,0.493333,-0.719412,0.04784,3,1.5474,0,3,83.7154,0,-1.6,0
1060,44958.43141,1059.536413,58675391,26.83354,0.281512,0.283019,29.429977,1.728629,-0.719117,-0.717633,0.003002607,0.000594784,0.002407823,19.912166,41.625884,38.625884,0.495014,0.00495014,0.055179834,0.000551798,0.439834166,0.004398342,0,0.495014,-0.718282,0.04758,3,1.5466,0,3,83.7154,0,-1.6,0
1061,44958.43142,1060.536413,58675392,27.008644,0.282535,0.283945,29.609942,1.728629,-0.718095,-0.716647,0.00301695,0.000598421,0.002418529,19.912166,41.882904,38.882904,0.496213,0.00496213,0.055547006,0.00055547,0.440665994,0.00440666,0,0.496213,-0.717493,0.04758,3,1.546,0,3,83.7154,0,-1.6,0
1062,44958.43144,1061.536413,58675393,27.263848,0.283806,0.28509,29.871021,1.729615,-0.716659,-0.715267,0.003037064,0.000603698,0.002433366,19.912166,42.227231,39.227231,0.498109,0.00498109,0.056038901,0.000560389,0.442070099,0.004420701,0,0.498109,-0.716044,0.04636,3,1.5453,0,3,83.7154,0,-1.6,0
1063,44958.43145,1062.536413,58675394,27.38574,0.284856,0.286015,30.046894,1.730601,-0.71575,-0.714346,0.003050136,0.000607252,0.002442883,19.912166,42.465967,39.465967,0.499328,0.00499328,0.056379953,0.0005638,0.442948047,0.00442948,0,0.499328,-0.715281,0.04636,3,1.5445,0,3,83.7154,0,-1.6,0
1064,44958.43146,1063.536413,58675395,27.616968,0.285881,0.286991,30.267143,1.731587,-0.714552,-0.713524,0.003064564,0.000611704,0.002452861,19.912166,42.781727,39.781727,0.500923,0.00500923,0.056831039,0.00056831,0.444091961,0.00444092,0,0.500923,-0.714192,0.04416,3,1.544,0,3,83.7154,0,-1.6,0
1065,44958.43147,1064.536413,58675396,27.824983,0.2871,0.288072,30.46843,1.731587,-0.713485,-0.71267,0.003078286,0.000615772,0.002462514,19.912166,43.094412,40.094412,0.502457,0.00502457,0.057277731,0.000572777,0.445179269,0.004451793,0,0.502457,-0.713118,0.04372,3,1.5433,0,3,83.7154,0,-1.6,0
1066,44958.43148,1065.536413,58675397,27.895496,0.287887,0.288661,30.496142,1.732573,-0.712925,-0.712111,0.003086279,0.000616332,0.002469947,19.912166,43.0978,40.0978,0.503347,0.00503347,0.057282571,0.000572826,0.446064429,0.004460644,0,0.503347,-0.712495,0.04372,3,1.5428,0,3,83.7154,0,-1.6,0
1067,44958.43149,1066.536413,58675398,28.249175,0.289453,0.290146,30.875587,1.735532,-0.711305,-0.710402,0.003110057,0.000624,0.002486057,19.912166,43.666179,40.666179,0.505641,0.00505641,0.058094541,0.000580945,0.447546459,0.004475465,0,0.505641,-0.710889,0.04219,3,1.542,0,3,83.7154,0,-1.6,0
1068,44958.43151,1067.536413,58675399,28.36046,0.290142,0.290736,31.042243,1.734545,-0.710391,-0.70981,0.003120814,0.000627368,0.002493446,19.912166,43.881547,40.881547,0.506563,0.00506563,0.05840221,0.000584022,0.44816079,0.004481608,0,0.506563,-0.710057,0.04219,3,1.5413,0,3,83.7154,0,-1.6,0
1069,44958.43152,1068.536413,58675400,28.56176,0.291227,0.291697,31.238379,1.736518,-0.709394,-0.70889,0.003134507,0.000631332,0.002503175,19.912166,44.16679,41.16679,0.50811,0.0050811,0.0588097,0.000588097,0.4493003,0.004493003,0,0.50811,-0.709128,0.04077,3,1.5408,0,3,83.7154,0,-1.6,0
1070,44958.43153,1069.536413,58675401,28.75396,0.292316,0.292626,31.429284,1.737504,-0.708288,-0.707969,0.003148986,0.000635191,0.002513795,19.912166,44.434623,41.434623,0.509377,0.00509377,0.059192319,0.000591923,0.450184681,0.004501847,0,0.509377,-0.708171,0.04077,3,1.5401,0,3,83.7154,0,-1.6,0
1071,44958.43154,1070.536413,58675402,28.976632,0.293512,0.293734,31.686892,1.737504,-0.707046,-0.706556,0.00316795,0.000640397,0.002527553,19.912166,44.806122,41.806122,0.511226,0.00511226,0.059723031,0.00059723,0.451502969,0.00451503,0,0.511226,-0.706863,0.04077,3,1.5394,0,3,83.7154,0,-1.6,0
1072,44958.43155,1071.536413,58675403,29.205379,0.29475,0.294843,31.890347,1.73849,-0.705865,-0.70557,0.003183429,0.000644509,0.00253892,19.912166,45.101173,42.101173,0.512796,0.00512796,0.060144533,0.000601445,0.452651467,0.004526515,0,0.512796,-0.70588,0.03895,3,1.5387,0,3,83.7154,0,-1.6,0
1073,44958.43156,1072.536413,58675404,29.347026,0.295621,0.295648,32.097026,1.740462,-0.70481,-0.704814,0.003196364,0.000648686,0.002547679,19.912166,45.375771,42.375771,0.514339,0.00514339,0.060536816,0.000605368,0.453802184,0.004538022,0,0.514339,-0.70478,0.03895,3,1.5382,0,3,83.7154,0,-1.6,0
1074,44958.43157,1073.536413,58675405,29.59906,0.296926,0.296836,32.318984,1.739476,-0.703605,-0.703762,0.003212486,0.000653172,0.002559314,19.912166,45.698109,42.698109,0.51594,0.0051594,0.060997299,0.000609973,0.454942701,0.004549427,0,0.51594,-0.703753,0.03822,3,1.5376,0,3,83.7154,0,-1.6,0
1075,44958.43159,1074.536413,58675406,29.780384,0.297954,0.297746,32.494,1.739476,-0.702635,-0.702907,0.003225521,0.000656709,0.002568813,19.912166,45.951873,42.951873,0.517322,0.00517322,0.061359819,0.000613598,0.455962181,0.004559622,0,0.517322,-0.702712,0.03793,3,1.5369,0,3,83.7154,0,-1.6,0
1076,44958.4316,1075.536413,58675407,29.91757,0.298781,0.298569,32.625891,1.740462,-0.701944,-0.702184,0.003235621,0.000659374,0.002576247,19.912166,46.143938,43.143938,0.518204,0.00518204,0.061634197,0.000616342,0.456569803,0.004565698,0,0.518204,-0.701945,0.03793,3,1.5365,0,3,83.7154,0,-1.6,0
1077,44958.43161,1076.536413,58675408,30.05866,0.299449,0.299241,32.834931,1.741448,-0.700873,-0.701165,0.00325055,0.000663599,0.002586951,19.912166,46.398886,43.398886,0.519545,0.00519545,0.061998409,0.000619984,0.457546591,0.004575466,0,0.519545,-0.701119,0.03689,3,1.5358,0,2.9,83.7154,0,-1.6,0
1078,44958.43162,1077.536413,58675409,30.370581,0.301059,0.300711,33.100804,1.742434,-0.699518,-0.699949,0.003268914,0.000668972,0.002599942,19.912166,46.812231,43.812231,0.521559,0.00521559,0.062588901,0.000625889,0.458970099,0.004589701,0,0.521559,-0.699661,0.03689,3,1.5354,0,3,83.7154,0,-1.6,0
1079,44958.43163,1078.536413,58675410,30.480449,0.301826,0.301363,33.260447,1.74342,-0.698666,-0.699193,0.0032804,0.000672199,0.002608201,19.912166,47.020679,44.020679,0.522723,0.00522723,0.062886684,0.000628867,0.459836316,0.004598363,0,0.522723,-0.698931,0.0357,3,1.5348,0,3,83.7154,0,-1.6,0
1080,44958.43164,1079.536413,58675411,30.682687,0.303036,0.302464,33.47638,1.745393,-0.697588,-0.698174,0.003295379,0.000676563,0.002618816,19.912166,47.331215,44.331215,0.524276,0.00524276,0.063330307,0.000633303,0.460945693,0.004609457,0,0.524276,-0.697844,0.03559,3,1.5342,0,3,83.7154,0,-1.6,0
1081,44958.43166,1080.536413,58675412,30.9002,0.304061,0.30345,33.678421,1.745393,-0.696499,-0.696958,0.003311843,0.000680646,0.002631197,19.912166,47.63703,44.63703,0.525745,0.00525745,0.063767186,0.000637672,0.461977814,0.004619778,0,0.525745,-0.696777,0.03472,3,1.5338,0,2.9,83.7154,0,-1.6,0
1082,44958.43167,1081.536413,58675413,31.075846,0.305055,0.30432,33.873084,1.745393,-0.695567,-0.696268,0.003323429,0.00068458,0.002638848,19.912166,47.896007,44.896007,0.526943,0.00526943,0.064137153,0.000641372,0.462805847,0.004628058,0,0.526943,-0.695978,0.03463,3,1.5332,0,3,83.7154,0,-1.6,0
1083,44958.43168,1082.536413,58675414,31.299274,0.306104,0.305315,34.074679,1.746379,-0.694463,-0.695282,0.003338357,0.000688654,0.002649703,19.912166,48.182374,45.182374,0.528458,0.00528458,0.064546249,0.000645462,0.463911751,0.004639118,0,0.528458,-0.694917,0.03376,3,1.5326,0,3,83.7154,0,-1.6,0
1084,44958.43169,1083.536413,58675415,31.371226,0.306711,0.305906,34.170308,1.746379,-0.693968,-0.694887,0.003344714,0.000690587,0.002654127,19.912166,48.317893,45.317893,0.529173,0.00529173,0.064739847,0.000647398,0.464433153,0.004644332,0,0.529173,-0.694417,0.0333,3,1.5322,0,3,83.7154,0,-1.6,0
1085,44958.4317,1084.536413,58675416,31.606219,0.307709,0.306938,34.420652,1.748351,-0.692749,-0.693474,0.003363514,0.000695647,0.002667868,19.912166,48.667376,45.667376,0.53079,0.0053079,0.065239109,0.000652391,0.465550891,0.004655509,0,0.53079,-0.693098,0.03321,3,1.5315,0,3,83.7154,0,-1.6,0
1086,44958.43171,1085.536413,58675417,31.814568,0.308852,0.307955,34.626349,1.750323,-0.691709,-0.692553,0.003377521,0.000699804,0.002677718,19.912166,48.959383,45.959383,0.532261,0.00532261,0.065656261,0.000656563,0.466604739,0.004666047,0,0.532261,-0.69226,0.0326,3,1.531,0,3,83.7154,0,-1.6,0
1087,44958.43173,1086.536413,58675418,32.076488,0.310228,0.309295,34.936235,1.750323,-0.690189,-0.691009,0.003399407,0.000706067,0.002693341,19.912166,49.39886,46.39886,0.53441,0.0053441,0.066284086,0.000662841,0.468125914,0.004681259,0,0.53441,-0.690789,0.032,3,1.5306,0,3,83.7154,0,-1.6,0
1088,44958.43174,1087.536413,58675419,32.309001,0.311325,0.310451,35.137066,1.753281,-0.689179,-0.690055,0.003413436,0.000710125,0.00270331,19.912166,49.691076,46.691076,0.5358,0.005358,0.066701537,0.000667015,0.469098463,0.004690985,0,0.5358,-0.689623,0.03153,3,1.5301,0,3,83.7154,0,-1.6,0
1089,44958.43175,1088.536413,58675420,32.493482,0.312347,0.311372,35.335119,1.753281,-0.688162,-0.689201,0.0034268,0.000714128,0.002712672,19.912166,49.958116,46.958116,0.537195,0.00537195,0.067083023,0.00067083,0.470111977,0.00470112,0,0.537195,-0.688694,0.03165,3,1.5295,0,3,83.7154,0,-1.6,0
